NAME,CPC,CRU,ERA5_Land,GLDAS20,GPCC,GPCP,GPM,JRA55,MERRA2,MSWEP,TRMM
MEKONG,1035.9568369201672,1426.4609245395584,1669.677209306225,1578.9747565242094,1555.0279411562217,1716.8122469045484,1625.6247627154846,1932.009474766836,1051.06020121004,1536.3523648464493,1627.1611171620875
DANUBE,729.6294508496599,766.6652520682725,894.9459943462714,800.3572786589073,791.7284579851188,936.1307758190139,931.0101857863878,838.4575288994031,766.2436788291143,761.0084222519547,927.5923085442467
JUBBA,396.458883301619,525.5661572058553,507.37025592156544,549.5199341602776,532.166621256183,504.5124766755751,542.0715602338998,527.9452945888895,577.6357868513999,464.959971535766,534.3979953183045
YUKON,317.7983995110814,258.61273138245616,514.2721644575024,262.0919071962029,350.6580175123535,488.9462605191644,398.58009858699,613.3624067058074,583.8270420750964,508.3873100530508,
INDUS,380.0738976583096,426.41511770156905,664.5631105025757,449.9862012395321,537.3770593417936,534.6149107723711,529.7208400757124,746.1105758660865,372.82215805276707,522.9935589414075,523.9934395967457
SHATT AL ARAB,219.89556428787228,304.6080569513413,355.2757484454735,262.22264184661424,307.28651448822365,328.06680631598937,345.17542855027966,381.0964394697636,231.11618979605677,324.02725860378735,335.4747208622693
ORINOCO,1725.458876476688,2339.576142857998,2486.5040223327305,2377.4870859652488,2299.31925071923,2421.4148897133264,2410.8505524958064,2440.6224583946732,1664.976423801029,2351.264430063686,2445.995882766522
YELLOW RIVER,426.6931877358852,359.71974904992175,546.0003511059214,377.8399742429682,407.0620760722135,429.0205764339777,429.8318370571518,565.2339291988108,407.9499248819342,391.13434010106266,433.06102431005445
ORANGE,355.16345396531835,304.0960185171522,410.5350963490937,333.3634457041431,351.9588423256461,407.3656014938634,398.8517813015659,610.3866817779923,378.11942855789346,370.39546535714095,395.0182780943993
GANGES,1014.0572448523237,1103.4621346759513,1261.6486043133546,1029.3100484938798,1137.1650867619978,1121.1774859836264,1190.6684541708994,1441.469038274375,989.9966391990777,1277.1332050899077,1175.7806976440252
SAINT LAWRENCE,807.1583442243552,833.9735199613855,996.0905171129225,911.4842722805786,,1030.6797240103597,1047.0041022839794,1011.8217077037914,858.5942676853708,906.7622130434762,983.8056852836529
MURRAY,508.96636846503236,439.8064264216273,468.11994042385294,463.4179545465222,461.1859230620863,495.23945232442713,491.7424837725763,627.804450429979,500.79275704903966,468.312954944742,496.0536742132851
NELSON,469.80839971634487,469.8495970475673,631.3977879056507,526.3857859809042,523.6679387079821,570.9405717477539,570.1221291859322,700.3140523812962,576.0434589685799,504.7154115359032,
LAKE EYRE,317.85168948414616,189.67481957711658,260.40691837342837,246.0769676223058,269.1678727030989,284.7650631447784,290.41580006140646,418.75283990156896,321.7488055622805,249.94625183542865,298.9253249637859
ZAMBEZI,711.9197591316654,917.9233841083056,1097.0484609266864,924.5096877060772,963.8157444950355,999.8361434133916,1014.1183493185675,952.4110322375711,920.9433774442257,986.0610785859287,997.5417324592961
VOLGA,532.8053546420819,563.0390559393406,676.232668967589,584.5609587961184,576.6714751558566,755.7202322854903,770.6875549903751,758.8035437004066,698.1008989681397,555.3483569368072,
TARIM HE,87.6282328061696,101.1473506177075,213.10991804774412,109.39745528196113,86.42177509149445,131.04425093528408,109.52295862319713,327.9465876682193,92.05251241878416,102.60454178222801,119.65901618212214
ARAL SEA,182.32447907516428,259.3877254747588,377.5340119892104,272.91430255047305,240.977231842441,308.5901059831443,289.40696020052496,419.11149569898953,186.11916794477492,358.5475347448652,317.5951044872521
YANGTZE,1022.0404518328363,976.4444193558954,1299.2947785982574,966.1556301594001,998.4767544607348,1061.1583297984341,1047.6254324751612,1180.6717003878387,1003.8113014359817,1015.0991141095885,1062.9021512403153
MACKENZIE,377.09655495005194,363.8366314947893,510.43540788654593,387.48697564094977,407.5687302158573,447.33804049295094,428.3283255712463,569.9067390232698,558.8809618365,472.70270643027897,
NIGER,529.3964561392847,718.1338435841366,516.3833308257136,644.0230099607265,637.3026592032091,732.9888374675929,697.1054215148371,775.4140567099511,591.4683744386638,600.9893127908683,671.9410377686024
AMUR,470.5476076980932,491.36279036674466,595.7523583267927,506.70048645215536,498.01257290054457,588.0130292619309,587.2476178065549,649.5001909807029,536.7386886066481,555.250498421949,
LENA,388.5193233122815,352.85386417258616,526.3192489933433,417.9010991078702,408.08060617705956,465.96254500554915,466.5410872569002,539.6627291237119,606.961496472151,508.2535393842345,
CHAD,323.2400556535493,397.77230394082665,324.73543309927106,396.6320189077304,388.9424223378197,425.76324362883014,410.051168785368,620.5812050666382,345.0714149743389,310.9734575121862,404.0255773620483
YENISEY,400.82245505721005,448.46165775258135,589.4715891655933,459.78991936669433,431.8951645308838,511.9078248968625,519.7165258736403,638.5551548860672,608.7849795710636,544.5607649026344,
PARANA,1137.2389797991789,1140.4429336243768,1257.8862066464847,1182.8448043070186,1184.3964507452224,1280.1392011341366,1281.7703419766833,1305.7585905714925,1137.0546438052036,1113.475994769908,1276.830258448936
OB,424.001508069564,418.70782374866974,550.2678511208265,442.2738960748169,452.08183229026736,602.243086156697,605.7759446797547,613.6455749675157,546.4354867892986,454.03028821738064,
MISSISSIPPI,795.9538523649526,730.9903687072007,820.4272394414696,778.8109834162829,783.6006772307547,879.694326786546,882.6736228629316,992.4580279118425,797.9875311191707,745.6555152557426,863.868802267323
NILE,420.3213749222321,616.4125477663396,670.0904039274694,598.0327413229239,600.1171999552072,632.5537650692552,663.0746118524497,558.8304918696076,514.6234274015072,534.3410981119426,618.0188781586919
CONGO,943.1884744219042,1460.056860248589,1463.4911701377846,1462.5437567733265,1498.527122436566,1558.4483283624309,1548.7709655911187,1481.0088895590816,1389.1330646583226,1465.3065722675722,1499.5948518875896
AMAZON,1861.8950170365438,2101.2909362344535,2382.4737768577115,2160.6722718512187,2154.0460583536396,2283.404182432229,2299.935501392857,2274.551497200362,1874.5884082352331,2246.6702460643455,2307.3658532573136
Western Sahara,58.43541939717004,34.12593224769298,29.63979540713327,29.552122945917013,62.539444212622286,68.25153526238861,74.07268694911951,57.3069453077279,57.057363132219294,34.20983294722605,78.26836795785468
Eastern Sahara,14.965499626281007,26.378782207924996,8.847961071137794,16.319519127249777,18.559718989103068,28.375242309649423,23.034715439956905,21.115957048086596,19.50940421117407,,24.721838112044157
Ogaden plateau,154.9880165443487,258.116958056742,230.26193974465372,249.0053401805538,267.9472686518647,315.6393546816684,296.699716047394,390.38569918914743,320.9709320522007,276.6017217649422,333.42530620957467
Arabian Peninsula,29.272504721585904,96.89370356892356,65.71952488493302,72.66373968213438,75.28171278609662,91.8090896545718,84.59993180180672,110.73497843434703,31.976981147671342,79.57200576380133,84.04381238953206
Iranian Plateau,131.65622514178204,172.9975299461927,161.88689114887785,157.06877795585987,152.23283479658363,202.89000365080398,177.28495271615137,221.7330979856221,139.7755413920467,138.8487639718406,175.38495207900442
"Gobi desert, Junggar and Turpan depressions",135.37088056970669,147.6581786723985,180.29428463094766,137.45722615454,139.72345431433533,161.42105564042134,159.38550838392638,212.508173047932,141.66195321900491,153.33077697325257,151.8322716764556
Tibetan plateau,246.54717915859592,392.11063064012797,464.7247227611077,406.21472669518056,244.0890845201965,299.7177413235048,256.9305874996095,392.9882075279879,236.7370940705995,246.64384594726772,264.95590650945485
Western Plateau,375.3289979371216,266.62665542019545,308.69548963930407,306.9700635095877,353.8471249573864,362.35789288534914,377.87127123727805,414.9288753532439,382.3816709471488,299.5825682829827,372.6156469693769
Puna de Atacama plateau,348.57117089985866,199.3941124814729,216.15660499338279,183.2685254792087,261.9927224614293,224.3666336558219,148.82993881831544,184.24928847350733,324.45907966935505,54.711743358625064,191.43909783589507
Salinas Grandes,473.71072241602644,345.99776337606284,621.3399698099868,350.93897593111745,351.37287042507876,373.7449859101256,377.8857250991987,663.9759467670375,470.14864949713166,312.1025637316395,375.59268359125156
Great Basin,237.22586480410845,237.8876381429937,292.211545123256,264.46899803324857,208.8271185671233,296.81638372048667,255.2760931526961,349.91244580146383,247.48027645203607,228.3937332642045,241.1883210201329
